# Outputting data by phi for Stokes 0
# We have 1 phi-specific tables, each of
# which contains nthetas = 901 rows by nfreqs = 2 columns;# The thetas are: 45 45.05 45.1 45.15 45.2 45.25 45.3 45.35 45.4 45.45 45.5 45.55 45.6 45.65 45.7 45.75 45.8 45.85 45.9 45.95 46 46.05 46.1 46.15 46.2 46.25 46.3 46.35 46.4 46.45 46.5 46.55 46.6 46.65 46.7 46.75 46.8 46.85 46.9 46.95 47 47.05 47.1 47.15 47.2 47.25 47.3 47.35 47.4 47.45 47.5 47.55 47.6 47.65 47.7 47.75 47.8 47.85 47.9 47.95 48 48.05 48.1 48.15 48.2 48.25 48.3 48.35 48.4 48.45 48.5 48.55 48.6 48.65 48.7 48.75 48.8 48.85 48.9 48.95 49 49.05 49.1 49.15 49.2 49.25 49.3 49.35 49.4 49.45 49.5 49.55 49.6 49.65 49.7 49.75 49.8 49.85 49.9 49.95 50 50.05 50.1 50.15 50.2 50.25 50.3 50.35 50.4 50.45 50.5 50.55 50.6 50.65 50.7 50.75 50.8 50.85 50.9 50.95 51 51.05 51.1 51.15 51.2 51.25 51.3 51.35 51.4 51.45 51.5 51.55 51.6 51.65 51.7 51.75 51.8 51.85 51.9 51.95 52 52.05 52.1 52.15 52.2 52.25 52.3 52.35 52.4 52.45 52.5 52.55 52.6 52.65 52.7 52.75 52.8 52.85 52.9 52.95 53 53.05 53.1 53.15 53.2 53.25 53.3 53.35 53.4 53.45 53.5 53.55 53.6 53.65 53.7 53.75 53.8 53.85 53.9 53.95 54 54.05 54.1 54.15 54.2 54.25 54.3 54.35 54.4 54.45 54.5 54.55 54.6 54.65 54.7 54.75 54.8 54.85 54.9 54.95 55 55.05 55.1 55.15 55.2 55.25 55.3 55.35 55.4 55.45 55.5 55.55 55.6 55.65 55.7 55.75 55.8 55.85 55.9 55.95 56 56.05 56.1 56.15 56.2 56.25 56.3 56.35 56.4 56.45 56.5 56.55 56.6 56.65 56.7 56.75 56.8 56.85 56.9 56.95 57 57.05 57.1 57.15 57.2 57.25 57.3 57.35 57.4 57.45 57.5 57.55 57.6 57.65 57.7 57.75 57.8 57.85 57.9 57.95 58 58.05 58.1 58.15 58.2 58.25 58.3 58.35 58.4 58.45 58.5 58.55 58.6 58.65 58.7 58.75 58.8 58.85 58.9 58.95 59 59.05 59.1 59.15 59.2 59.25 59.3 59.35 59.4 59.45 59.5 59.55 59.6 59.65 59.7 59.75 59.8 59.85 59.9 59.95 60 60.05 60.1 60.15 60.2 60.25 60.3 60.35 60.4 60.45 60.5 60.55 60.6 60.65 60.7 60.75 60.8 60.85 60.9 60.95 61 61.05 61.1 61.15 61.2 61.25 61.3 61.35 61.4 61.45 61.5 61.55 61.6 61.65 61.7 61.75 61.8 61.85 61.9 61.95 62 62.05 62.1 62.15 62.2 62.25 62.3 62.35 62.4 62.45 62.5 62.55 62.6 62.65 62.7 62.75 62.8 62.85 62.9 62.95 63 63.05 63.1 63.15 63.2 63.25 63.3 63.35 63.4 63.45 63.5 63.55 63.6 63.65 63.7 63.75 63.8 63.85 63.9 63.95 64 64.05 64.1 64.15 64.2 64.25 64.3 64.35 64.4 64.45 64.5 64.55 64.6 64.65 64.7 64.75 64.8 64.85 64.9 64.95 65 65.05 65.1 65.15 65.2 65.25 65.3 65.35 65.4 65.45 65.5 65.55 65.6 65.65 65.7 65.75 65.8 65.85 65.9 65.95 66 66.05 66.1 66.15 66.2 66.25 66.3 66.35 66.4 66.45 66.5 66.55 66.6 66.65 66.7 66.75 66.8 66.85 66.9 66.95 67 67.05 67.1 67.15 67.2 67.25 67.3 67.35 67.4 67.45 67.5 67.55 67.6 67.65 67.7 67.75 67.8 67.85 67.9 67.95 68 68.05 68.1 68.15 68.2 68.25 68.3 68.35 68.4 68.45 68.5 68.55 68.6 68.65 68.7 68.75 68.8 68.85 68.9 68.95 69 69.05 69.1 69.15 69.2 69.25 69.3 69.35 69.4 69.45 69.5 69.55 69.6 69.65 69.7 69.75 69.8 69.85 69.9 69.95 70 70.05 70.1 70.15 70.2 70.25 70.3 70.35 70.4 70.45 70.5 70.55 70.6 70.65 70.7 70.75 70.8 70.85 70.9 70.95 71 71.05 71.1 71.15 71.2 71.25 71.3 71.35 71.4 71.45 71.5 71.55 71.6 71.65 71.7 71.75 71.8 71.85 71.9 71.95 72 72.05 72.1 72.15 72.2 72.25 72.3 72.35 72.4 72.45 72.5 72.55 72.6 72.65 72.7 72.75 72.8 72.85 72.9 72.95 73 73.05 73.1 73.15 73.2 73.25 73.3 73.35 73.4 73.45 73.5 73.55 73.6 73.65 73.7 73.75 73.8 73.85 73.9 73.95 74 74.05 74.1 74.15 74.2 74.25 74.3 74.35 74.4 74.45 74.5 74.55 74.6 74.65 74.7 74.75 74.8 74.85 74.9 74.95 75 75.05 75.1 75.15 75.2 75.25 75.3 75.35 75.4 75.45 75.5 75.55 75.6 75.65 75.7 75.75 75.8 75.85 75.9 75.95 76 76.05 76.1 76.15 76.2 76.25 76.3 76.35 76.4 76.45 76.5 76.55 76.6 76.65 76.7 76.75 76.8 76.85 76.9 76.95 77 77.05 77.1 77.15 77.2 77.25 77.3 77.35 77.4 77.45 77.5 77.55 77.6 77.65 77.7 77.75 77.8 77.85 77.9 77.95 78 78.05 78.1 78.15 78.2 78.25 78.3 78.35 78.4 78.45 78.5 78.55 78.6 78.65 78.7 78.75 78.8 78.85 78.9 78.95 79 79.05 79.1 79.15 79.2 79.25 79.3 79.35 79.4 79.45 79.5 79.55 79.6 79.65 79.7 79.75 79.8 79.85 79.9 79.95 80 80.05 80.1 80.15 80.2 80.25 80.3 80.35 80.4 80.45 80.5 80.55 80.6 80.65 80.7 80.75 80.8 80.85 80.9 80.95 81 81.05 81.1 81.15 81.2 81.25 81.3 81.35 81.4 81.45 81.5 81.55 81.6 81.65 81.7 81.75 81.8 81.85 81.9 81.95 82 82.05 82.1 82.15 82.2 82.25 82.3 82.35 82.4 82.45 82.5 82.55 82.6 82.65 82.7 82.75 82.8 82.85 82.9 82.95 83 83.05 83.1 83.15 83.2 83.25 83.3 83.35 83.4 83.45 83.5 83.55 83.6 83.65 83.7 83.75 83.8 83.85 83.9 83.95 84 84.05 84.1 84.15 84.2 84.25 84.3 84.35 84.4 84.45 84.5 84.55 84.6 84.65 84.7 84.75 84.8 84.85 84.9 84.95 85 85.05 85.1 85.15 85.2 85.25 85.3 85.35 85.4 85.45 85.5 85.55 85.6 85.65 85.7 85.75 85.8 85.85 85.9 85.95 86 86.05 86.1 86.15 86.2 86.25 86.3 86.35 86.4 86.45 86.5 86.55 86.6 86.65 86.7 86.75 86.8 86.85 86.9 86.95 87 87.05 87.1 87.15 87.2 87.25 87.3 87.35 87.4 87.45 87.5 87.55 87.6 87.65 87.7 87.75 87.8 87.85 87.9 87.95 88 88.05 88.1 88.15 88.2 88.25 88.3 88.35 88.4 88.45 88.5 88.55 88.6 88.65 88.7 88.75 88.8 88.85 88.9 88.95 89 89.05 89.1 89.15 89.2 89.25 89.3 89.35 89.4 89.45 89.5 89.55 89.6 89.65 89.7 89.75 89.8 89.85 89.9 89.95 90 
# The freqs are: 100 1000  (MHz)



# All phi-freq for phi 0
54.05  1.5337e-34 1.38139e-34
54.1  1.54195e-34 1.42278e-34
54.15  1.55023e-34 1.45907e-34
54.2  1.55854e-34 1.49071e-34
54.25  1.56687e-34 1.51832e-34
54.3  1.57522e-34 1.54266e-34
54.35  1.58361e-34 1.56452e-34
54.4  1.59201e-34 1.58467e-34
54.45  1.60045e-34 1.60376e-34
54.5  1.60891e-34 1.62229e-34
54.55  1.6174e-34 1.64054e-34
54.6  1.62591e-34 1.65855e-34
54.65  1.63445e-34 1.67614e-34
54.7  1.64302e-34 1.69286e-34
54.75  1.65162e-34 1.70813e-34
54.8  1.66024e-34 1.72119e-34
54.85  1.66889e-34 1.73127e-34
54.9  1.67757e-34 1.73762e-34
54.95  1.68628e-34 1.73958e-34
55  1.69502e-34 1.73674e-34
55.05  1.70379e-34 1.72894e-34
55.1  1.71259e-34 1.71636e-34
55.15  1.72143e-34 1.69959e-34
55.2  1.73029e-34 1.67957e-34
55.25  1.73918e-34 1.65766e-34
55.3  1.74811e-34 1.63557e-34
55.35  1.75707e-34 1.6153e-34
55.4  1.76607e-34 1.59906e-34
55.45  1.7751e-34 1.58918e-34
55.5  1.78417e-34 1.58801e-34
55.55  1.79327e-34 1.59776e-34
55.6  1.80241e-34 1.62043e-34
55.65  1.81159e-34 1.65768e-34
55.7  1.82081e-34 1.71073e-34
55.75  1.83006e-34 1.78026e-34
55.8  1.83936e-34 1.86639e-34
55.85  1.8487e-34 1.96857e-34
55.9  1.85808e-34 2.08564e-34
55.95  1.8675e-34 2.21579e-34
56  1.87697e-34 2.35661e-34
56.05  1.88648e-34 2.50517e-34
56.1  1.89604e-34 2.65809e-34
56.15  1.90565e-34 2.81168e-34
56.2  1.9153e-34 2.96204e-34
56.25  1.92501e-34 3.10525e-34
56.3  1.93476e-34 3.23747e-34
56.35  1.94457e-34 3.35517e-34
56.4  1.95443e-34 3.45525e-34
56.45  1.96435e-34 3.5352e-34
56.5  1.97431e-34 3.59324e-34
56.55  1.98434e-34 3.62844e-34
56.6  1.99442e-34 3.64079e-34
56.65  2.00457e-34 3.63124e-34
56.7  2.01477e-34 3.60172e-34
56.75  2.02503e-34 3.55508e-34
56.8  2.03536e-34 3.49498e-34
56.85  2.04575e-34 3.42581e-34
56.9  2.0562e-34 3.35242e-34
56.95  2.06672e-34 3.28001e-34
57  2.07731e-34 3.21381e-34
57.05  2.08797e-34 3.15886e-34
57.1  2.0987e-34 3.11979e-34
57.15  2.1095e-34 3.10054e-34
57.2  2.12037e-34 3.10422e-34
57.25  2.13131e-34 3.1329e-34
57.3  2.14234e-34 3.18757e-34
57.35  2.15344e-34 3.26806e-34
57.4  2.16461e-34 3.3731e-34
57.45  2.17587e-34 3.50039e-34
57.5  2.18721e-34 3.64679e-34
57.55  2.19862e-34 3.80848e-34
57.6  2.21013e-34 3.98126e-34
57.65  2.22171e-34 4.16072e-34
57.7  2.23339e-34 4.3426e-34
57.75  2.24515e-34 4.52293e-34
57.8  2.257e-34 4.69832e-34
57.85  2.26893e-34 4.86607e-34
57.9  2.28096e-34 5.02427e-34
57.95  2.29308e-34 5.17185e-34
58  2.3053e-34 5.30854e-34
58.05  2.3176e-34 5.43475e-34
58.1  2.33001e-34 5.55148e-34
58.15  2.34251e-34 5.6601e-34
58.2  2.35511e-34 5.76214e-34
58.25  2.3678e-34 5.85911e-34
58.3  2.3806e-34 5.9523e-34
58.35  2.3935e-34 6.04263e-34
58.4  2.4065e-34 6.13053e-34
58.45  2.4196e-34 6.21591e-34
58.5  2.43281e-34 6.29815e-34
58.55  2.44612e-34 6.37617e-34
58.6  2.45954e-34 6.44856e-34
58.65  2.47306e-34 6.51378e-34
58.7  2.48669e-34 6.57029e-34
58.75  2.50043e-34 6.61683e-34
58.8  2.51428e-34 6.65262e-34
58.85  2.52824e-34 6.6775e-34
58.9  2.54231e-34 6.69211e-34
58.95  2.55649e-34 6.69801e-34
59  2.57078e-34 6.69765e-34
59.05  2.58518e-34 6.69437e-34
59.1  2.5997e-34 6.69229e-34
59.15  2.61433e-34 6.69613e-34
59.2  2.62907e-34 6.71099e-34
59.25  2.64393e-34 6.74208e-34
59.3  2.6589e-34 6.79442e-34
59.35  2.67399e-34 6.87255e-34
59.4  2.68919e-34 6.9802e-34
59.45  2.7045e-34 7.12006e-34
59.5  2.71994e-34 7.29349e-34
59.55  2.73549e-34 7.50042e-34
59.6  2.75115e-34 7.73918e-34
59.65  2.76693e-34 8.0065e-34
59.7  2.78282e-34 8.29758e-34
59.75  2.79883e-34 8.60621e-34
59.8  2.81496e-34 8.92497e-34
59.85  2.8312e-34 9.24557e-34
59.9  2.84756e-34 9.55915e-34
59.95  2.86403e-34 9.85675e-34
60  2.88062e-34 1.01297e-33
60.05  2.89732e-34 1.03699e-33
60.1  2.91414e-34 1.05708e-33
60.15  2.93107e-34 1.07269e-33
60.2  2.94811e-34 1.08349e-33
60.25  2.96526e-34 1.08936e-33
60.3  2.98253e-34 1.0904e-33
60.35  2.99991e-34 1.08693e-33
60.4  3.0174e-34 1.0795e-33
60.45  3.035e-34 1.06886e-33
60.5  3.05271e-34 1.05592e-33
60.55  3.07053e-34 1.0417e-33
60.6  3.08845e-34 1.0273e-33
60.65  3.10648e-34 1.01382e-33
60.7  3.12462e-34 1.00232e-33
60.75  3.14287e-34 9.93731e-34
60.8  3.16121e-34 9.88829e-34
60.85  3.17966e-34 9.88186e-34
60.9  3.19821e-34 9.92132e-34
60.95  3.21687e-34 1.00074e-33
61  3.23562e-34 1.01384e-33
61.05  3.25447e-34 1.03099e-33
61.1  3.27342e-34 1.05156e-33
61.15  3.29246e-34 1.07475e-33
61.2  3.3116e-34 1.09964e-33
61.25  3.33083e-34 1.12526e-33
61.3  3.35015e-34 1.15064e-33
61.35  3.36957e-34 1.17487e-33
61.4  3.38907e-34 1.19716e-33
61.45  3.40866e-34 1.21689e-33
61.5  3.42834e-34 1.23361e-33
61.55  3.4481e-34 1.24705e-33
61.6  3.46794e-34 1.25715e-33
61.65  3.48787e-34 1.26402e-33
61.7  3.50788e-34 1.26789e-33
61.75  3.52796e-34 1.26911e-33
61.8  3.54812e-34 1.26807e-33
61.85  3.56836e-34 1.26518e-33
61.9  3.58867e-34 1.26079e-33
61.95  3.60906e-34 1.25522e-33
62  3.62951e-34 1.24866e-33
62.05  3.65003e-34 1.24122e-33
62.1  3.67062e-34 1.23291e-33
62.15  3.69128e-34 1.22366e-33
62.2  3.712e-34 1.21332e-33
62.25  3.73278e-34 1.20175e-33
62.3  3.75362e-34 1.18881e-33
62.35  3.77453e-34 1.17441e-33
62.4  3.79549e-34 1.15855e-33
62.45  3.8165e-34 1.14134e-33
62.5  3.83757e-34 1.12302e-33
62.55  3.8587e-34 1.10395e-33
62.6  3.87987e-34 1.08459e-33
62.65  3.90109e-34 1.06548e-33
62.7  3.92236e-34 1.04722e-33
62.75  3.94368e-34 1.0304e-33
62.8  3.96505e-34 1.01555e-33
62.85  3.98645e-34 1.0031e-33
62.9  4.0079e-34 9.93359e-34
62.95  4.02939e-34 9.86427e-34
63  4.05092e-34 9.8222e-34
63.05  4.07248e-34 9.80443e-34
63.1  4.09409e-34 9.80599e-34
63.15  4.11572e-34 9.82019e-34
63.2  4.1374e-34 9.83891e-34
63.25  4.1591e-34 9.85314e-34
63.3  4.18084e-34 9.85354e-34
63.35  4.2026e-34 9.83098e-34
63.4  4.2244e-34 9.77716e-34
63.45  4.24622e-34 9.68513e-34
63.5  4.26807e-34 9.54974e-34
63.55  4.28994e-34 9.3679e-34
63.6  4.31184e-34 9.13886e-34
63.65  4.33377e-34 8.86414e-34
63.7  4.35572e-34 8.54751e-34
63.75  4.37769e-34 8.19466e-34
63.8  4.39968e-34 7.81291e-34
63.85  4.42169e-34 7.41071e-34
63.9  4.44372e-34 6.99717e-34
63.95  4.46577e-34 6.58154e-34
64  4.48784e-34 6.17266e-34
64.05  4.50993e-34 5.77857e-34
64.1  4.53204e-34 5.40606e-34
64.15  4.55416e-34 5.06041e-34
64.2  4.5763e-34 4.74516e-34
64.25  4.59846e-34 4.4621e-34
64.3  4.62064e-34 4.21123e-34
64.35  4.64283e-34 3.99095e-34
64.4  4.66504e-34 3.79828e-34
64.45  4.68726e-34 3.62913e-34
64.5  4.7095e-34 3.4787e-34
64.55  4.73175e-34 3.34179e-34
64.6  4.75403e-34 3.21322e-34
64.65  4.77631e-34 3.08811e-34
64.7  4.79862e-34 2.96226e-34
64.75  4.82094e-34 2.83228e-34
64.8  4.84328e-34 2.69585e-34
64.85  4.86563e-34 2.5517e-34
64.9  4.888e-34 2.39964e-34
64.95  4.9104e-34 2.2405e-34
65  4.93281e-34 2.07595e-34
65.05  4.95523e-34 1.90834e-34
65.1  4.97768e-34 1.74043e-34
65.15  5.00015e-34 1.57522e-34
65.2  5.02264e-34 1.41573e-34
65.25  5.04515e-34 1.26475e-34
65.3  5.06769e-34 1.12479e-34
65.35  5.09024e-34 9.97909e-35
65.4  5.11283e-34 8.85702e-35
65.45  5.13543e-34 7.893e-35
65.5  5.15807e-34 7.09402e-35
65.55  5.18073e-34 6.46345e-35
65.6  5.20341e-34 6.0018e-35
65.65  5.22613e-34 5.70752e-35
65.7  5.24888e-34 5.57759e-35
65.75  5.27165e-34 5.60797e-35
65.8  5.29446e-34 5.79381e-35
65.85  5.31731e-34 6.12935e-35
65.9  5.34018e-34 6.60777e-35
65.95  5.3631e-34 7.221e-35
66  5.38605e-34 7.95952e-35
66.05  5.40903e-34 8.8125e-35
66.1  5.43206e-34 9.76823e-35
66.15  5.45513e-34 1.08149e-34
66.2  5.47823e-34 1.19418e-34
66.25  5.50139e-34 1.31408e-34
66.3  5.52458e-34 1.44082e-34
66.35  5.54782e-34 1.57458e-34
66.4  5.57111e-34 1.71628e-34
66.45  5.59444e-34 1.86761e-34
66.5  5.61783e-34 2.031e-34
66.55  5.64126e-34 2.20957e-34
66.6  5.66474e-34 2.40687e-34
66.65  5.68828e-34 2.62658e-34
66.7  5.71187e-34 2.87213e-34
66.75  5.73552e-34 3.14624e-34
66.8  5.75922e-34 3.45048e-34
66.85  5.78298e-34 3.78487e-34
66.9  5.80679e-34 4.14755e-34
66.95  5.83067e-34 4.53459e-34
67  5.8546e-34 4.94e-34
67.05  5.87859e-34 5.35586e-34
67.1  5.90265e-34 5.77276e-34
67.15  5.92677e-34 6.18028e-34
67.2  5.95095e-34 6.56773e-34
67.25  5.97519e-34 6.9249e-34
67.3  5.9995e-34 7.24285e-34
67.35  6.02388e-34 7.51463e-34
67.4  6.04832e-34 7.7359e-34
67.45  6.07282e-34 7.90531e-34
67.5  6.09739e-34 8.02463e-34
67.55  6.12203e-34 8.0987e-34
67.6  6.14674e-34 8.13497e-34
67.65  6.17151e-34 8.14294e-34
67.7  6.19635e-34 8.13329e-34
67.75  6.22126e-34 8.11703e-34
67.8  6.24624e-34 8.10446e-34
67.85  6.27128e-34 8.10435e-34
67.9  6.29639e-34 8.12318e-34
67.95  6.32157e-34 8.16459e-34
68  6.34681e-34 8.22914e-34
68.05  6.37212e-34 8.31431e-34
68.1  6.39749e-34 8.41484e-34
68.15  6.42293e-34 8.52323e-34
68.2  6.44843e-34 8.63051e-34
68.25  6.474e-34 8.72699e-34
68.3  6.49963e-34 8.80316e-34
68.35  6.52531e-34 8.85044e-34
68.4  6.55106e-34 8.86183e-34
68.45  6.57687e-34 8.83228e-34
68.5  6.60273e-34 8.75898e-34
68.55  6.62865e-34 8.64128e-34
68.6  6.65463e-34 8.4805e-34
68.65  6.68065e-34 8.27949e-34
68.7  6.70673e-34 8.0422e-34
68.75  6.73286e-34 7.77313e-34
68.8  6.75903e-34 7.47685e-34
68.85  6.78525e-34 7.15764e-34
68.9  6.81151e-34 6.81922e-34
68.95  6.83781e-34 6.4647e-34
69  6.86414e-34 6.09658e-34
69.05  6.89051e-34 5.717e-34
69.1  6.91692e-34 5.32798e-34
69.15  6.94335e-34 4.93173e-34
69.2  6.96981e-34 4.53087e-34
69.25  6.9963e-34 4.12867e-34
69.3  7.0228e-34 3.72905e-34
69.35  7.04932e-34 3.33653e-34
69.4  7.07586e-34 2.95601e-34
69.45  7.1024e-34 2.59243e-34
69.5  7.12895e-34 2.25035e-34
69.55  7.15551e-34 1.93361e-34
69.6  7.18207e-34 1.64492e-34
69.65  7.20862e-34 1.38565e-34
69.7  7.23516e-34 1.15571e-34
69.75  7.26169e-34 9.537e-35
69.8  7.2882e-34 7.77124e-35
69.85  7.3147e-34 6.22865e-35
69.9  7.34117e-34 4.87701e-35
69.95  7.36761e-34 3.68894e-35
70  7.39401e-34 2.64738e-35
70.05  7.42038e-34 1.75e-35
70.1  7.4467e-34 1.01189e-35
70.15  7.47298e-34 4.66041e-36
70.2  7.4992e-34 1.61504e-36
70.25  7.52537e-34 1.59156e-36
70.3  7.55147e-34 5.25635e-36
70.35  7.57751e-34 1.32597e-35
70.4  7.60347e-34 2.61579e-35
70.45  7.62936e-34 4.43398e-35
70.5  7.65516e-34 6.79674e-35
70.55  7.68088e-34 9.69373e-35
70.6  7.7065e-34 1.30868e-34
70.65  7.73202e-34 1.69119e-34
70.7  7.75744e-34 2.10832e-34
70.75  7.78275e-34 2.55002e-34
70.8  7.80795e-34 3.00558e-34
70.85  7.83302e-34 3.4646e-34
70.9  7.85797e-34 3.91784e-34
70.95  7.88279e-34 4.35803e-34
71  7.90747e-34 4.7804e-34
71.05  7.93201e-34 5.18302e-34
71.1  7.95639e-34 5.56678e-34
71.15  7.98063e-34 5.93511e-34
71.2  8.00471e-34 6.29346e-34
71.25  8.02862e-34 6.6485e-34
71.3  8.05236e-34 7.0073e-34
71.35  8.07593e-34 7.37642e-34
71.4  8.09931e-34 7.76111e-34
71.45  8.12251e-34 8.1646e-34
71.5  8.14551e-34 8.58766e-34
71.55  8.16832e-34 9.02834e-34
71.6  8.19092e-34 9.48204e-34
71.65  8.21331e-34 9.94169e-34
71.7  8.23549e-34 1.03983e-33
71.75  8.25745e-34 1.08414e-33
71.8  8.27918e-34 1.126e-33
71.85  8.30069e-34 1.16427e-33
71.9  8.32195e-34 1.19791e-33
71.95  8.34298e-34 1.22596e-33
72  8.36376e-34 1.24763e-33
72.05  8.38429e-34 1.26231e-33
72.1  8.40457e-34 1.26959e-33
72.15  8.42458e-34 1.26926e-33
72.2  8.44433e-34 1.26133e-33
72.25  8.4638e-34 1.24597e-33
72.3  8.48301e-34 1.22358e-33
72.35  8.50193e-34 1.19468e-33
72.4  8.52057e-34 1.15995e-33
72.45  8.53892e-34 1.1202e-33
72.5  8.55697e-34 1.07631e-33
72.55  8.57473e-34 1.02925e-33
72.6  8.59219e-34 9.7999e-34
72.65  8.60935e-34 9.29499e-34
72.7  8.62619e-34 8.78687e-34
72.75  8.64272e-34 8.2836e-34
72.8  8.65894e-34 7.79181e-34
72.85  8.67483e-34 7.31638e-34
72.9  8.69041e-34 6.8602e-34
72.95  8.70565e-34 6.42411e-34
73  8.72056e-34 6.00708e-34
73.05  8.73514e-34 5.60646e-34
73.1  8.74939e-34 5.21856e-34
73.15  8.76329e-34 4.83927e-34
73.2  8.77686e-34 4.46483e-34
73.25  8.79007e-34 4.09258e-34
73.3  8.80294e-34 3.72166e-34
73.35  8.81546e-34 3.35359e-34
73.4  8.82763e-34 2.99255e-34
73.45  8.83945e-34 2.64544e-34
73.5  8.85091e-34 2.32162e-34
73.55  8.86201e-34 2.03235e-34
73.6  8.87275e-34 1.78995e-34
73.65  8.88313e-34 1.60684e-34
73.7  8.89314e-34 1.49443e-34
73.75  8.9028e-34 1.46204e-34
73.8  8.91208e-34 1.51605e-34
73.85  8.921e-34 1.65914e-34
73.9  8.92955e-34 1.89002e-34
73.95  8.93774e-34 2.20339e-34
74  8.94555e-34 2.59037e-34
74.05  8.95299e-34 3.03921e-34
74.1  8.96007e-34 3.53632e-34
74.15  8.96677e-34 4.06743e-34
74.2  8.9731e-34 4.61881e-34
74.25  8.97905e-34 5.1784e-34
74.3  8.98464e-34 5.73675e-34
74.35  8.98985e-34 6.28767e-34
74.4  8.9947e-34 6.82845e-34
74.45  8.99917e-34 7.3598e-34
74.5  9.00327e-34 7.88527e-34
74.55  9.007e-34 8.41049e-34
74.6  9.01035e-34 8.94207e-34
74.65  9.01334e-34 9.48646e-34
74.7  9.01596e-34 1.00488e-33
74.75  9.01821e-34 1.06317e-33
74.8  9.0201e-34 1.12347e-33
74.85  9.02162e-34 1.18538e-33
74.9  9.02277e-34 1.2481e-33
74.95  9.02356e-34 1.31048e-33
75  9.02398e-34 1.3711e-33
75.05  9.02405e-34 1.42832e-33
75.1  9.02375e-34 1.48041e-33
75.15  9.02309e-34 1.52571e-33
75.2  9.02208e-34 1.56266e-33
75.25  9.02071e-34 1.59002e-33
75.3  9.01898e-34 1.60686e-33
75.35  9.0169e-34 1.61268e-33
75.4  9.01447e-34 1.60743e-33
75.45  9.01169e-34 1.59148e-33
75.5  9.00856e-34 1.56562e-33
75.55  9.00509e-34 1.53095e-33
75.6  9.00127e-34 1.48884e-33
75.65  8.99711e-34 1.4408e-33
75.7  8.9926e-34 1.38838e-33
75.75  8.98776e-34 1.33306e-33
75.8  8.98257e-34 1.27617e-33
75.85  8.97706e-34 1.21881e-33
75.9  8.9712e-34 1.16182e-33
75.95  8.96502e-34 1.10571e-33
76  8.95851e-34 1.05071e-33
76.05  8.95166e-34 9.96804e-34
76.1  8.94449e-34 9.43749e-34
76.15  8.93699e-34 8.9119e-34
76.2  8.92917e-34 8.38727e-34
76.25  8.92103e-34 7.86008e-34
76.3  8.91257e-34 7.32818e-34
76.35  8.90379e-34 6.79144e-34
76.4  8.8947e-34 6.25228e-34
76.45  8.88528e-34 5.71591e-34
76.5  8.87556e-34 5.19026e-34
76.55  8.86552e-34 4.68564e-34
76.6  8.85517e-34 4.21407e-34
76.65  8.84451e-34 3.78843e-34
76.7  8.83355e-34 3.42145e-34
76.75  8.82228e-34 3.12465e-34
76.8  8.8107e-34 2.90729e-34
76.85  8.79882e-34 2.77557e-34
76.9  8.78663e-34 2.73195e-34
76.95  8.77415e-34 2.77491e-34
77  8.76136e-34 2.89896e-34
77.05  8.74827e-34 3.0951e-34
77.1  8.73488e-34 3.35153e-34
77.15  8.7212e-34 3.65468e-34
77.2  8.70722e-34 3.99032e-34
77.25  8.69294e-34 4.34477e-34
77.3  8.67836e-34 4.70595e-34
77.35  8.66349e-34 5.06435e-34
77.4  8.64832e-34 5.41351e-34
77.45  8.63286e-34 5.75032e-34
77.5  8.6171e-34 6.07478e-34
77.55  8.60105e-34 6.38952e-34
77.6  8.58471e-34 6.69891e-34
77.65  8.56807e-34 7.00805e-34
77.7  8.55113e-34 7.32159e-34
77.75  8.5339e-34 7.64274e-34
77.8  8.51638e-34 7.97227e-34
77.85  8.49856e-34 8.308e-34
77.9  8.48045e-34 8.64451e-34
77.95  8.46204e-34 8.97331e-34
78  8.44334e-34 9.28339e-34
78.05  8.42434e-34 9.56207e-34
78.1  8.40505e-34 9.79613e-34
78.15  8.38545e-34 9.97297e-34
78.2  8.36556e-34 1.00818e-33
78.25  8.34537e-34 1.01148e-33
78.3  8.32488e-34 1.00677e-33
78.35  8.30409e-34 9.9401e-34
78.4  8.283e-34 9.73587e-34
78.45  8.26161e-34 9.46248e-34
78.5  8.23991e-34 9.1304e-34
78.55  8.21791e-34 8.75214e-34
78.6  8.1956e-34 8.3412e-34
78.65  8.17299e-34 7.9109e-34
78.7  8.15007e-34 7.4734e-34
78.75  8.12684e-34 7.03888e-34
78.8  8.1033e-34 6.61494e-34
78.85  8.07945e-34 6.20636e-34
78.9  8.05529e-34 5.8152e-34
78.95  8.03081e-34 5.44111e-34
79  8.00602e-34 5.0819e-34
79.05  7.98091e-34 4.73424e-34
79.1  7.95549e-34 4.39439e-34
79.15  7.92974e-34 4.05895e-34
79.2  7.90368e-34 3.72538e-34
79.25  7.8773e-34 3.39245e-34
79.3  7.85059e-34 3.06043e-34
79.35  7.82356e-34 2.73108e-34
79.4  7.7962e-34 2.40746e-34
79.45  7.76852e-34 2.09357e-34
79.5  7.74052e-34 1.79395e-34
79.55  7.71218e-34 1.51316e-34
79.6  7.68352e-34 1.25537e-34
79.65  7.65452e-34 1.02397e-34
79.7  7.6252e-34 8.21293e-35
79.75  7.59554e-34 6.48482e-35
79.8  7.56555e-34 5.05463e-35
79.85  7.53523e-34 3.91046e-35
79.9  7.50458e-34 3.03112e-35
79.95  7.47359e-34 2.38869e-35
80  7.44226e-34 1.95138e-35
80.05  7.4106e-34 1.68649e-35
80.1  7.37861e-34 1.5631e-35
