# Outputting data by phi for Stokes 2
# We have 1 phi-specific tables, each of
# which contains nthetas = 901 rows by nfreqs = 2 columns;# The thetas are: 45 45.05 45.1 45.15 45.2 45.25 45.3 45.35 45.4 45.45 45.5 45.55 45.6 45.65 45.7 45.75 45.8 45.85 45.9 45.95 46 46.05 46.1 46.15 46.2 46.25 46.3 46.35 46.4 46.45 46.5 46.55 46.6 46.65 46.7 46.75 46.8 46.85 46.9 46.95 47 47.05 47.1 47.15 47.2 47.25 47.3 47.35 47.4 47.45 47.5 47.55 47.6 47.65 47.7 47.75 47.8 47.85 47.9 47.95 48 48.05 48.1 48.15 48.2 48.25 48.3 48.35 48.4 48.45 48.5 48.55 48.6 48.65 48.7 48.75 48.8 48.85 48.9 48.95 49 49.05 49.1 49.15 49.2 49.25 49.3 49.35 49.4 49.45 49.5 49.55 49.6 49.65 49.7 49.75 49.8 49.85 49.9 49.95 50 50.05 50.1 50.15 50.2 50.25 50.3 50.35 50.4 50.45 50.5 50.55 50.6 50.65 50.7 50.75 50.8 50.85 50.9 50.95 51 51.05 51.1 51.15 51.2 51.25 51.3 51.35 51.4 51.45 51.5 51.55 51.6 51.65 51.7 51.75 51.8 51.85 51.9 51.95 52 52.05 52.1 52.15 52.2 52.25 52.3 52.35 52.4 52.45 52.5 52.55 52.6 52.65 52.7 52.75 52.8 52.85 52.9 52.95 53 53.05 53.1 53.15 53.2 53.25 53.3 53.35 53.4 53.45 53.5 53.55 53.6 53.65 53.7 53.75 53.8 53.85 53.9 53.95 54 54.05 54.1 54.15 54.2 54.25 54.3 54.35 54.4 54.45 54.5 54.55 54.6 54.65 54.7 54.75 54.8 54.85 54.9 54.95 55 55.05 55.1 55.15 55.2 55.25 55.3 55.35 55.4 55.45 55.5 55.55 55.6 55.65 55.7 55.75 55.8 55.85 55.9 55.95 56 56.05 56.1 56.15 56.2 56.25 56.3 56.35 56.4 56.45 56.5 56.55 56.6 56.65 56.7 56.75 56.8 56.85 56.9 56.95 57 57.05 57.1 57.15 57.2 57.25 57.3 57.35 57.4 57.45 57.5 57.55 57.6 57.65 57.7 57.75 57.8 57.85 57.9 57.95 58 58.05 58.1 58.15 58.2 58.25 58.3 58.35 58.4 58.45 58.5 58.55 58.6 58.65 58.7 58.75 58.8 58.85 58.9 58.95 59 59.05 59.1 59.15 59.2 59.25 59.3 59.35 59.4 59.45 59.5 59.55 59.6 59.65 59.7 59.75 59.8 59.85 59.9 59.95 60 60.05 60.1 60.15 60.2 60.25 60.3 60.35 60.4 60.45 60.5 60.55 60.6 60.65 60.7 60.75 60.8 60.85 60.9 60.95 61 61.05 61.1 61.15 61.2 61.25 61.3 61.35 61.4 61.45 61.5 61.55 61.6 61.65 61.7 61.75 61.8 61.85 61.9 61.95 62 62.05 62.1 62.15 62.2 62.25 62.3 62.35 62.4 62.45 62.5 62.55 62.6 62.65 62.7 62.75 62.8 62.85 62.9 62.95 63 63.05 63.1 63.15 63.2 63.25 63.3 63.35 63.4 63.45 63.5 63.55 63.6 63.65 63.7 63.75 63.8 63.85 63.9 63.95 64 64.05 64.1 64.15 64.2 64.25 64.3 64.35 64.4 64.45 64.5 64.55 64.6 64.65 64.7 64.75 64.8 64.85 64.9 64.95 65 65.05 65.1 65.15 65.2 65.25 65.3 65.35 65.4 65.45 65.5 65.55 65.6 65.65 65.7 65.75 65.8 65.85 65.9 65.95 66 66.05 66.1 66.15 66.2 66.25 66.3 66.35 66.4 66.45 66.5 66.55 66.6 66.65 66.7 66.75 66.8 66.85 66.9 66.95 67 67.05 67.1 67.15 67.2 67.25 67.3 67.35 67.4 67.45 67.5 67.55 67.6 67.65 67.7 67.75 67.8 67.85 67.9 67.95 68 68.05 68.1 68.15 68.2 68.25 68.3 68.35 68.4 68.45 68.5 68.55 68.6 68.65 68.7 68.75 68.8 68.85 68.9 68.95 69 69.05 69.1 69.15 69.2 69.25 69.3 69.35 69.4 69.45 69.5 69.55 69.6 69.65 69.7 69.75 69.8 69.85 69.9 69.95 70 70.05 70.1 70.15 70.2 70.25 70.3 70.35 70.4 70.45 70.5 70.55 70.6 70.65 70.7 70.75 70.8 70.85 70.9 70.95 71 71.05 71.1 71.15 71.2 71.25 71.3 71.35 71.4 71.45 71.5 71.55 71.6 71.65 71.7 71.75 71.8 71.85 71.9 71.95 72 72.05 72.1 72.15 72.2 72.25 72.3 72.35 72.4 72.45 72.5 72.55 72.6 72.65 72.7 72.75 72.8 72.85 72.9 72.95 73 73.05 73.1 73.15 73.2 73.25 73.3 73.35 73.4 73.45 73.5 73.55 73.6 73.65 73.7 73.75 73.8 73.85 73.9 73.95 74 74.05 74.1 74.15 74.2 74.25 74.3 74.35 74.4 74.45 74.5 74.55 74.6 74.65 74.7 74.75 74.8 74.85 74.9 74.95 75 75.05 75.1 75.15 75.2 75.25 75.3 75.35 75.4 75.45 75.5 75.55 75.6 75.65 75.7 75.75 75.8 75.85 75.9 75.95 76 76.05 76.1 76.15 76.2 76.25 76.3 76.35 76.4 76.45 76.5 76.55 76.6 76.65 76.7 76.75 76.8 76.85 76.9 76.95 77 77.05 77.1 77.15 77.2 77.25 77.3 77.35 77.4 77.45 77.5 77.55 77.6 77.65 77.7 77.75 77.8 77.85 77.9 77.95 78 78.05 78.1 78.15 78.2 78.25 78.3 78.35 78.4 78.45 78.5 78.55 78.6 78.65 78.7 78.75 78.8 78.85 78.9 78.95 79 79.05 79.1 79.15 79.2 79.25 79.3 79.35 79.4 79.45 79.5 79.55 79.6 79.65 79.7 79.75 79.8 79.85 79.9 79.95 80 80.05 80.1 80.15 80.2 80.25 80.3 80.35 80.4 80.45 80.5 80.55 80.6 80.65 80.7 80.75 80.8 80.85 80.9 80.95 81 81.05 81.1 81.15 81.2 81.25 81.3 81.35 81.4 81.45 81.5 81.55 81.6 81.65 81.7 81.75 81.8 81.85 81.9 81.95 82 82.05 82.1 82.15 82.2 82.25 82.3 82.35 82.4 82.45 82.5 82.55 82.6 82.65 82.7 82.75 82.8 82.85 82.9 82.95 83 83.05 83.1 83.15 83.2 83.25 83.3 83.35 83.4 83.45 83.5 83.55 83.6 83.65 83.7 83.75 83.8 83.85 83.9 83.95 84 84.05 84.1 84.15 84.2 84.25 84.3 84.35 84.4 84.45 84.5 84.55 84.6 84.65 84.7 84.75 84.8 84.85 84.9 84.95 85 85.05 85.1 85.15 85.2 85.25 85.3 85.35 85.4 85.45 85.5 85.55 85.6 85.65 85.7 85.75 85.8 85.85 85.9 85.95 86 86.05 86.1 86.15 86.2 86.25 86.3 86.35 86.4 86.45 86.5 86.55 86.6 86.65 86.7 86.75 86.8 86.85 86.9 86.95 87 87.05 87.1 87.15 87.2 87.25 87.3 87.35 87.4 87.45 87.5 87.55 87.6 87.65 87.7 87.75 87.8 87.85 87.9 87.95 88 88.05 88.1 88.15 88.2 88.25 88.3 88.35 88.4 88.45 88.5 88.55 88.6 88.65 88.7 88.75 88.8 88.85 88.9 88.95 89 89.05 89.1 89.15 89.2 89.25 89.3 89.35 89.4 89.45 89.5 89.55 89.6 89.65 89.7 89.75 89.8 89.85 89.9 89.95 90 
# The freqs are: 100 1000  (MHz)



# All phi-freq for phi 0
53.85  -2.88398e-20 5.9647e-18
53.9  -5.55736e-20 5.84592e-18
53.95  -2.63145e-20 5.72944e-18
54  -6.39325e-20 5.50988e-18
54.05  -5.65378e-20 5.20213e-18
54.1  -7.28775e-20 4.83252e-18
54.15  -7.14148e-20 4.45869e-18
54.2  -8.46085e-20 4.04034e-18
54.25  -9.16035e-20 3.66298e-18
54.3  -8.83233e-20 3.16189e-18
54.35  -1.01996e-19 2.77038e-18
54.4  -1.03094e-19 2.36138e-18
54.45  -1.20261e-19 1.90749e-18
54.5  -1.16079e-19 1.52098e-18
54.55  -1.32339e-19 1.0543e-18
54.6  -1.18106e-19 6.3399e-19
54.65  -1.73521e-19 3.6797e-19
54.7  -1.68126e-19 -5.11574e-20
54.75  -1.5819e-19 -4.51114e-19
54.8  -1.67518e-19 -9.38907e-19
54.85  -1.81718e-19 -1.36527e-18
54.9  -1.882e-19 -1.8698e-18
54.95  -1.80743e-19 -2.36827e-18
55  -1.84856e-19 -2.91975e-18
55.05  -2.14376e-19 -3.45597e-18
55.1  -2.2238e-19 -3.94139e-18
55.15  -2.00094e-19 -4.43417e-18
55.2  -2.35749e-19 -4.95478e-18
55.25  -2.75565e-19 -5.25199e-18
55.3  -2.36307e-19 -5.61932e-18
55.35  -2.59176e-19 -5.81334e-18
55.4  -2.60694e-19 -5.87312e-18
55.45  -2.46399e-19 -5.78449e-18
55.5  -2.6939e-19 -5.41216e-18
55.55  -3.04457e-19 -4.88234e-18
55.6  -2.74669e-19 -4.23597e-18
55.65  -3.02754e-19 -3.24049e-18
55.7  -2.71023e-19 -2.19515e-18
55.75  -3.11531e-19 -1.24371e-18
55.8  -2.99126e-19 -3.68313e-20
55.85  -2.95592e-19 8.86305e-19
55.9  -2.91032e-19 1.7989e-18
55.95  -3.46567e-19 2.61722e-18
56  -3.54072e-19 3.22354e-18
56.05  -3.49842e-19 3.75007e-18
56.1  -3.33713e-19 4.01223e-18
56.15  -3.7588e-19 4.20081e-18
56.2  -3.60255e-19 4.29157e-18
56.25  -3.73854e-19 4.23066e-18
56.3  -3.74592e-19 4.13691e-18
56.35  -3.89346e-19 3.88138e-18
56.4  -3.50847e-19 3.47261e-18
56.45  -3.75783e-19 3.02929e-18
56.5  -3.95881e-19 2.61721e-18
56.55  -3.64951e-19 2.00075e-18
56.6  -3.98774e-19 1.42062e-18
56.65  -4.1215e-19 7.54993e-19
56.7  -3.8728e-19 7.07426e-20
56.75  -3.92703e-19 -6.38234e-19
56.8  -4.19918e-19 -1.26763e-18
56.85  -4.19199e-19 -1.96835e-18
56.9  -4.21843e-19 -2.62313e-18
56.95  -4.44783e-19 -3.21698e-18
57  -4.05699e-19 -3.68843e-18
57.05  -4.12382e-19 -4.06447e-18
57.1  -4.34473e-19 -4.23548e-18
57.15  -4.40038e-19 -4.22321e-18
57.2  -4.52531e-19 -3.99576e-18
57.25  -4.65004e-19 -3.70081e-18
57.3  -4.64036e-19 -3.28394e-18
57.35  -4.47236e-19 -2.70842e-18
57.4  -4.4209e-19 -2.0636e-18
57.45  -4.47977e-19 -1.45287e-18
57.5  -4.67412e-19 -8.46758e-19
57.55  -4.64376e-19 -2.9856e-19
57.6  -4.87613e-19 1.07546e-19
57.65  -4.6009e-19 5.72104e-19
57.7  -4.76976e-19 8.6142e-19
57.75  -4.77962e-19 1.12716e-18
57.8  -4.8239e-19 1.29928e-18
57.85  -4.71015e-19 1.33552e-18
57.9  -4.84393e-19 1.41347e-18
57.95  -4.76528e-19 1.40825e-18
58  -4.65908e-19 1.35606e-18
58.05  -5.15943e-19 1.2631e-18
58.1  -4.99292e-19 1.17144e-18
58.15  -4.99193e-19 1.08556e-18
58.2  -4.71637e-19 1.00397e-18
58.25  -4.89117e-19 9.42706e-19
58.3  -4.77987e-19 8.29774e-19
58.35  -4.9639e-19 7.08708e-19
58.4  -4.74588e-19 5.9554e-19
58.45  -4.87723e-19 5.54886e-19
58.5  -4.8909e-19 4.39623e-19
58.55  -4.84234e-19 3.07121e-19
58.6  -4.75097e-19 1.84524e-19
58.65  -4.93804e-19 2.55208e-20
58.7  -5.07484e-19 -1.56399e-19
58.75  -4.97887e-19 -3.17991e-19
58.8  -4.82518e-19 -4.96121e-19
58.85  -4.76274e-19 -6.75989e-19
58.9  -4.98867e-19 -9.38414e-19
58.95  -4.78804e-19 -1.07766e-18
59  -4.71753e-19 -1.27848e-18
59.05  -4.91197e-19 -1.33987e-18
59.1  -4.89235e-19 -1.58205e-18
59.15  -4.87542e-19 -1.55171e-18
59.2  -4.68937e-19 -1.56916e-18
59.25  -4.58976e-19 -1.50198e-18
59.3  -4.62232e-19 -1.36885e-18
59.35  -4.49995e-19 -1.21234e-18
59.4  -4.57065e-19 -9.14416e-19
59.45  -5.03756e-19 -5.02658e-19
59.5  -4.66582e-19 -2.29576e-19
59.55  -4.72828e-19 1.89661e-19
59.6  -4.67165e-19 5.65111e-19
59.65  -4.47354e-19 8.77873e-19
59.7  -4.50213e-19 1.25971e-18
59.75  -4.66983e-19 1.501e-18
59.8  -4.36935e-19 1.75023e-18
59.85  -4.49332e-19 1.83334e-18
59.9  -4.56644e-19 1.92202e-18
59.95  -4.27292e-19 1.94665e-18
60  -4.58733e-19 1.88728e-18
60.05  -4.30282e-19 1.83906e-18
60.1  -4.36901e-19 1.59353e-18
60.15  -4.38121e-19 1.29888e-18
60.2  -4.28013e-19 1.11682e-18
60.25  -4.30113e-19 7.69409e-19
60.3  -4.17309e-19 4.08865e-19
60.35  -4.18205e-19 -7.5143e-21
60.4  -4.01251e-19 -3.64275e-19
60.45  -4.02428e-19 -8.30993e-19
60.5  -3.97372e-19 -1.16134e-18
60.55  -3.91201e-19 -1.45363e-18
60.6  -3.88206e-19 -1.74699e-18
60.65  -3.5812e-19 -1.9757e-18
60.7  -3.99402e-19 -2.06098e-18
60.75  -3.878e-19 -2.12454e-18
60.8  -3.81187e-19 -2.02822e-18
60.85  -3.9988e-19 -1.80684e-18
60.9  -3.67145e-19 -1.62283e-18
60.95  -3.61988e-19 -1.2631e-18
61  -3.75086e-19 -9.04457e-19
61.05  -3.54475e-19 -4.67612e-19
61.1  -3.73627e-19 -1.18151e-19
61.15  -3.68762e-19 2.76452e-19
61.2  -3.46459e-19 6.02493e-19
61.25  -3.60488e-19 8.87399e-19
61.3  -3.31289e-19 1.13043e-18
61.35  -3.3167e-19 1.22306e-18
61.4  -3.15946e-19 1.37266e-18
61.45  -3.57809e-19 1.40626e-18
61.5  -3.28137e-19 1.43901e-18
61.55  -3.22673e-19 1.3682e-18
61.6  -3.13111e-19 1.32294e-18
61.65  -3.12196e-19 1.27412e-18
61.7  -2.75149e-19 1.16701e-18
61.75  -3.19975e-19 9.69285e-19
61.8  -2.98485e-19 8.68156e-19
61.85  -2.97848e-19 7.38824e-19
61.9  -2.79784e-19 5.77733e-19
61.95  -3.01172e-19 4.98235e-19
62  -2.69351e-19 3.07034e-19
62.05  -3.02112e-19 2.23263e-19
62.1  -2.72593e-19 1.02689e-19
62.15  -2.74015e-19 -4.03314e-20
62.2  -2.62264e-19 -1.32393e-19
62.25  -2.57927e-19 -3.17496e-19
62.3  -2.78361e-19 -4.41976e-19
62.35  -2.5976e-19 -5.69187e-19
62.4  -2.60968e-19 -8.09007e-19
62.45  -2.72296e-19 -8.7934e-19
62.5  -2.64817e-19 -9.83902e-19
62.55  -2.46009e-19 -1.10724e-18
62.6  -2.41416e-19 -1.14715e-18
62.65  -2.21327e-19 -1.24974e-18
62.7  -2.609e-19 -1.18995e-18
62.75  -2.25636e-19 -1.1154e-18
62.8  -2.14221e-19 -1.03755e-18
62.85  -2.26938e-19 -8.23097e-19
62.9  -2.01518e-19 -6.39096e-19
62.95  -1.97171e-19 -3.00091e-19
63  -2.16034e-19 -3.65024e-20
63.05  -2.21224e-19 3.01389e-19
63.1  -2.13617e-19 6.08163e-19
63.15  -2.14282e-19 9.4633e-19
63.2  -2.04901e-19 1.16598e-18
63.25  -2.26076e-19 1.43977e-18
63.3  -2.06524e-19 1.63298e-18
63.35  -2.01997e-19 1.76806e-18
63.4  -1.90759e-19 1.78507e-18
63.45  -1.94983e-19 1.77934e-18
63.5  -1.81035e-19 1.68211e-18
63.55  -1.90042e-19 1.58912e-18
63.6  -1.94767e-19 1.28974e-18
63.65  -1.81906e-19 1.11796e-18
63.7  -1.82488e-19 7.36463e-19
63.75  -1.68374e-19 3.7647e-19
63.8  -1.62076e-19 7.37754e-20
63.85  -1.68036e-19 -4.10716e-19
63.9  -1.68791e-19 -7.56759e-19
63.95  -1.5239e-19 -1.18052e-18
64  -1.62427e-19 -1.57058e-18
64.05  -1.46611e-19 -1.98152e-18
64.1  -1.28002e-19 -2.18729e-18
64.15  -1.41152e-19 -2.20979e-18
64.2  -1.65147e-19 -2.30287e-18
64.25  -1.28242e-19 -2.21567e-18
64.3  -1.28645e-19 -1.82938e-18
64.35  -1.49422e-19 -1.46028e-18
64.4  -1.3613e-19 -9.42216e-19
64.45  -1.182e-19 -4.95645e-19
64.5  -1.10389e-19 1.07552e-19
64.55  -1.23123e-19 8.01961e-19
64.6  -9.51022e-20 1.3219e-18
64.65  -1.09766e-19 1.6953e-18
64.7  -1.1677e-19 2.3322e-18
64.75  -1.32185e-19 3.01302e-18
64.8  -1.15296e-19 3.11658e-18
64.85  -1.15063e-19 3.6805e-18
64.9  -1.18574e-19 3.29148e-18
64.95  -8.92544e-20 3.62215e-18
65  -1.03353e-19 3.49141e-18
65.05  -1.03314e-19 3.39959e-18
65.1  -9.12437e-20 2.87735e-18
65.15  -7.76567e-20 3.04489e-18
65.2  -1.02752e-19 2.74507e-18
65.25  -1.03985e-19 2.17577e-18
65.3  -1.10017e-19 2.35915e-18
65.35  -7.76626e-20 1.95751e-18
65.4  -5.25724e-20 1.31484e-18
65.45  -5.11241e-20 1.81518e-18
65.5  -6.26974e-20 1.33144e-18
65.55  -7.10557e-20 1.52036e-18
65.6  -2.47514e-20 1.28744e-18
65.65  -5.05199e-20 7.64566e-19
65.7  -4.86301e-20 2.1965e-19
65.75  -5.73275e-20 2.62894e-19
65.8  -5.5056e-20 1.92236e-19
65.85  -1.219e-20 7.12216e-20
65.9  -3.04472e-20 -4.73236e-19
65.95  -1.56269e-20 -4.7756e-19
66  -9.42634e-21 -9.24594e-19
66.05  -1.0281e-20 -9.43137e-19
66.1  -2.43955e-20 -1.72533e-18
66.15  6.46163e-21 -1.77082e-18
66.2  -4.96412e-22 -2.29306e-18
66.25  -7.12545e-22 -2.48347e-18
66.3  4.66515e-21 -2.48752e-18
66.35  8.37822e-21 -2.80196e-18
66.4  2.02145e-20 -2.63034e-18
66.45  3.18989e-20 -2.86866e-18
66.5  3.06633e-20 -2.81387e-18
66.55  1.35941e-20 -2.37437e-18
66.6  3.13572e-20 -2.08931e-18
66.65  5.05392e-20 -1.45845e-18
66.7  7.63041e-20 -1.07854e-18
66.75  5.66459e-20 -5.74691e-19
66.8  5.37066e-20 6.62214e-20
66.85  6.7888e-20 5.31206e-19
66.9  6.60016e-20 1.28944e-18
66.95  6.35615e-20 1.40707e-18
67  7.01872e-20 1.66868e-18
67.05  8.87479e-20 2.00835e-18
67.1  9.59847e-20 2.00281e-18
67.15  1.16588e-19 2.12271e-18
67.2  8.10581e-20 2.00413e-18
67.25  9.94891e-20 1.86468e-18
67.3  1.18144e-19 1.47118e-18
67.35  1.13937e-19 9.88615e-19
67.4  1.42243e-19 7.10632e-19
67.45  1.15475e-19 1.13502e-19
67.5  1.59377e-19 -2.58961e-19
67.55  1.42209e-19 -6.37199e-19
67.6  1.19243e-19 -1.17872e-18
67.65  1.69129e-19 -1.34525e-18
67.7  1.74971e-19 -1.97876e-18
67.75  1.72598e-19 -2.06418e-18
67.8  1.63223e-19 -2.1662e-18
67.85  1.83296e-19 -2.06371e-18
67.9  1.92711e-19 -2.0798e-18
67.95  1.67145e-19 -1.75176e-18
68  2.11959e-19 -1.51273e-18
68.05  1.9748e-19 -1.02807e-18
68.1  2.00617e-19 -7.93025e-19
68.15  2.2634e-19 -4.15282e-19
68.2  2.14055e-19 -4.88356e-20
68.25  2.28293e-19 1.81075e-19
68.3  2.23287e-19 4.9697e-19
68.35  2.35894e-19 6.0724e-19
68.4  2.62345e-19 6.62092e-19
68.45  2.72154e-19 7.93411e-19
68.5  2.59521e-19 7.51462e-19
68.55  2.82757e-19 8.26758e-19
68.6  2.72039e-19 6.24759e-19
68.65  3.00376e-19 5.89112e-19
68.7  2.79644e-19 5.45271e-19
68.75  2.86321e-19 5.21551e-19
68.8  3.01891e-19 2.31089e-19
68.85  3.10067e-19 1.51235e-19
68.9  3.16416e-19 7.25658e-20
68.95  3.23957e-19 -1.22615e-19
69  3.20081e-19 -1.44891e-19
69.05  3.34155e-19 -4.49544e-19
69.1  3.23508e-19 -5.87021e-19
69.15  3.52385e-19 -6.38699e-19
69.2  3.52848e-19 -8.54869e-19
69.25  3.65145e-19 -1.06719e-18
69.3  3.70343e-19 -1.11819e-18
69.35  3.79906e-19 -1.40964e-18
69.4  3.74244e-19 -1.46633e-18
69.45  3.92003e-19 -1.437e-18
69.5  4.22317e-19 -1.43557e-18
69.55  3.98735e-19 -1.15244e-18
69.6  4.18436e-19 -1.07172e-18
69.65  4.39134e-19 -2.67099e-19
69.7  4.23214e-19 5.13469e-19
69.75  4.25997e-19 1.44953e-18
69.8  4.31319e-19 2.40635e-18
69.85  4.34326e-19 3.65932e-18
69.9  4.34679e-19 5.576e-18
69.95  4.6111e-19 6.5012e-18
70  4.69342e-19 8.42737e-18
70.05  4.60356e-19 9.28283e-18
70.1  4.72607e-19 9.8331e-18
70.15  4.85101e-19 7.39461e-18
70.2  4.7003e-19 -1.36693e-17
70.25  4.95503e-19 -3.63798e-17
70.3  5.09562e-19 -1.39932e-17
70.35  4.89436e-19 -3.21245e-18
70.4  5.00597e-19 6.67307e-19
70.45  5.0938e-19 1.99433e-18
70.5  5.12745e-19 3.24413e-18
70.55  5.31769e-19 3.48974e-18
70.6  5.31669e-19 3.59168e-18
70.65  5.35001e-19 3.55031e-18
70.7  5.44911e-19 3.37171e-18
70.75  5.61828e-19 2.97453e-18
70.8  5.41039e-19 2.52045e-18
70.85  5.49317e-19 2.26191e-18
70.9  5.36672e-19 1.7537e-18
70.95  5.4503e-19 1.35651e-18
71  5.65525e-19 8.17646e-19
71.05  5.7345e-19 3.03468e-19
71.1  5.63631e-19 -1.11224e-19
71.15  5.82447e-19 -3.51529e-19
71.2  5.96169e-19 -7.0756e-19
71.25  5.86566e-19 -7.91835e-19
71.3  5.72343e-19 -9.18092e-19
71.35  6.00088e-19 -7.42844e-19
71.4  5.76102e-19 -8.02057e-19
71.45  5.91746e-19 -6.40417e-19
71.5  6.08205e-19 -3.10123e-19
71.55  6.21659e-19 -2.62422e-19
71.6  6.10622e-19 1.99863e-20
71.65  6.15311e-19 3.42813e-19
71.7  5.94767e-19 4.98016e-19
71.75  5.94621e-19 6.32762e-19
71.8  6.37502e-19 6.88865e-19
71.85  6.17273e-19 8.21218e-19
71.9  6.2776e-19 8.09309e-19
71.95  6.19897e-19 7.05956e-19
72  6.27593e-19 7.14495e-19
72.05  6.19148e-19 6.48274e-19
72.1  6.375e-19 5.36353e-19
72.15  6.23824e-19 3.44504e-19
72.2  6.24442e-19 1.65901e-19
72.25  6.35125e-19 -1.33438e-19
72.3  6.43384e-19 -2.03603e-19
72.35  6.40991e-19 -3.86547e-19
72.4  6.44274e-19 -6.97605e-19
72.45  6.35041e-19 -8.61965e-19
72.5  6.31838e-19 -1.02367e-18
72.55  6.55965e-19 -1.14506e-18
72.6  6.53815e-19 -1.1749e-18
72.65  6.53365e-19 -1.47811e-18
72.7  6.53374e-19 -1.37426e-18
72.75  6.47475e-19 -1.28524e-18
72.8  6.30545e-19 -1.2584e-18
72.85  6.47194e-19 -1.17601e-18
72.9  6.38481e-19 -8.65362e-19
72.95  6.51605e-19 -4.72467e-19
73  6.61196e-19 -1.54555e-19
73.05  6.47067e-19 8.82735e-20
73.1  6.48049e-19 5.0757e-19
73.15  6.65191e-19 1.11188e-18
73.2  6.48181e-19 1.42629e-18
73.25  6.56032e-19 1.47864e-18
73.3  6.49751e-19 1.57298e-18
73.35  6.59521e-19 1.71964e-18
73.4  6.52609e-19 1.48323e-18
73.45  6.46463e-19 1.14583e-18
73.5  6.38687e-19 1.12082e-18
73.55  6.31881e-19 3.43011e-19
73.6  6.3701e-19 3.83712e-20
73.65  6.20693e-19 -7.97414e-19
73.7  6.40322e-19 -6.47472e-19
73.75  6.27999e-19 -1.02659e-18
73.8  6.26309e-19 -4.97663e-19
73.85  6.33081e-19 4.69101e-20
73.9  6.28089e-19 3.21411e-19
73.95  6.26112e-19 7.62451e-19
74  6.36954e-19 8.40485e-19
74.05  6.44944e-19 7.44286e-19
74.1  6.4806e-19 9.6258e-19
74.15  6.37533e-19 6.17985e-19
74.2  6.20528e-19 1.64433e-19
74.25  6.10471e-19 -9.19833e-20
74.3  6.3829e-19 -5.2816e-19
74.35  6.28432e-19 -9.18299e-19
74.4  6.02316e-19 -1.32354e-18
74.45  6.08516e-19 -1.86939e-18
74.5  6.17677e-19 -2.03289e-18
74.55  6.14191e-19 -2.33385e-18
74.6  6.08645e-19 -2.32765e-18
74.65  5.97991e-19 -2.33626e-18
74.7  6.04772e-19 -2.31828e-18
74.75  6.00017e-19 -2.08331e-18
74.8  5.96025e-19 -1.85386e-18
74.85  5.78667e-19 -1.57472e-18
74.9  5.91202e-19 -1.26855e-18
74.95  5.90128e-19 -1.01454e-18
75  5.76604e-19 -8.33462e-19
75.05  5.62848e-19 -5.43855e-19
75.1  5.64101e-19 -2.43478e-19
75.15  5.72623e-19 -9.16632e-20
75.2  5.50562e-19 4.23259e-20
75.25  5.54384e-19 9.29808e-20
75.3  5.57394e-19 2.01931e-19
75.35  5.58103e-19 1.22041e-20
75.4  5.53011e-19 1.51608e-19
75.45  5.57955e-19 4.87315e-20
75.5  5.46853e-19 -4.99003e-20
75.55  5.41595e-19 -2.04128e-19
75.6  5.51627e-19 -2.32921e-19
75.65  5.21035e-19 -2.2185e-19
75.7  5.20843e-19 -2.13845e-19
75.75  5.21268e-19 -1.1508e-19
75.8  5.25492e-19 -6.09163e-20
75.85  5.08826e-19 8.95142e-20
75.9  5.2264e-19 3.00728e-19
75.95  4.99818e-19 3.98669e-19
76  5.29978e-19 8.17314e-19
76.05  4.93065e-19 9.39738e-19
76.1  4.97167e-19 1.25167e-18
76.15  5.15659e-19 1.44282e-18
76.2  4.76974e-19 1.63377e-18
76.25  4.89869e-19 1.70827e-18
76.3  4.85759e-19 1.69429e-18
76.35  4.59097e-19 1.51866e-18
76.4  4.66788e-19 1.44483e-18
76.45  4.47528e-19 1.06619e-18
76.5  4.47822e-19 7.20947e-19
76.55  4.49083e-19 1.22986e-19
76.6  4.25089e-19 -6.66374e-19
76.65  4.55022e-19 -1.37376e-18
76.7  4.22546e-19 -2.15301e-18
76.75  4.15339e-19 -2.71138e-18
76.8  4.38263e-19 -3.2327e-18
76.85  4.26835e-19 -3.52902e-18
76.9  4.14508e-19 -3.49568e-18
76.95  3.94406e-19 -3.1974e-18
77  3.83693e-19 -2.92825e-18
77.05  4.00653e-19 -2.4062e-18
77.1  3.95309e-19 -1.91214e-18
77.15  3.83359e-19 -1.56788e-18
77.2  3.71365e-19 -1.18306e-18
77.25  3.78343e-19 -1.08901e-18
77.3  3.8514e-19 -9.88818e-19
77.35  3.51367e-19 -9.14719e-19
77.4  3.57524e-19 -9.97944e-19
77.45  3.50485e-19 -9.98713e-19
77.5  3.28037e-19 -9.25063e-19
77.55  3.27261e-19 -7.2762e-19
77.6  3.31369e-19 -6.66322e-19
77.65  3.38356e-19 -4.56592e-19
77.7  3.23588e-19 -5.56507e-20
77.75  3.14896e-19 2.27505e-19
77.8  2.98173e-19 6.95294e-19
77.85  2.94754e-19 9.99773e-19
77.9  2.9437e-19 1.31546e-18
77.95  2.58266e-19 1.68926e-18
78  2.88079e-19 2.16181e-18
78.05  2.80383e-19 2.29809e-18
78.1  2.63638e-19 2.52149e-18
78.15  2.55234e-19 2.71507e-18
78.2  2.48965e-19 2.74433e-18
78.25  2.34001e-19 2.66753e-18
78.3  2.37537e-19 2.71648e-18
78.35  2.16287e-19 2.49627e-18
78.4  2.22196e-19 2.30731e-18
78.45  2.14426e-19 2.21829e-18
78.5  2.04308e-19 1.97037e-18
78.55  1.93464e-19 1.82815e-18
78.6  1.93485e-19 1.60665e-18
78.65  1.82038e-19 1.60251e-18
78.7  1.86215e-19 1.44573e-18
