# Outputting data by phi for Stokes 2
# We have 1 phi-specific tables, each of
# which contains nthetas = 901 rows by nfreqs = 2 columns;# The thetas are: 45 45.05 45.1 45.15 45.2 45.25 45.3 45.35 45.4 45.45 45.5 45.55 45.6 45.65 45.7 45.75 45.8 45.85 45.9 45.95 46 46.05 46.1 46.15 46.2 46.25 46.3 46.35 46.4 46.45 46.5 46.55 46.6 46.65 46.7 46.75 46.8 46.85 46.9 46.95 47 47.05 47.1 47.15 47.2 47.25 47.3 47.35 47.4 47.45 47.5 47.55 47.6 47.65 47.7 47.75 47.8 47.85 47.9 47.95 48 48.05 48.1 48.15 48.2 48.25 48.3 48.35 48.4 48.45 48.5 48.55 48.6 48.65 48.7 48.75 48.8 48.85 48.9 48.95 49 49.05 49.1 49.15 49.2 49.25 49.3 49.35 49.4 49.45 49.5 49.55 49.6 49.65 49.7 49.75 49.8 49.85 49.9 49.95 50 50.05 50.1 50.15 50.2 50.25 50.3 50.35 50.4 50.45 50.5 50.55 50.6 50.65 50.7 50.75 50.8 50.85 50.9 50.95 51 51.05 51.1 51.15 51.2 51.25 51.3 51.35 51.4 51.45 51.5 51.55 51.6 51.65 51.7 51.75 51.8 51.85 51.9 51.95 52 52.05 52.1 52.15 52.2 52.25 52.3 52.35 52.4 52.45 52.5 52.55 52.6 52.65 52.7 52.75 52.8 52.85 52.9 52.95 53 53.05 53.1 53.15 53.2 53.25 53.3 53.35 53.4 53.45 53.5 53.55 53.6 53.65 53.7 53.75 53.8 53.85 53.9 53.95 54 54.05 54.1 54.15 54.2 54.25 54.3 54.35 54.4 54.45 54.5 54.55 54.6 54.65 54.7 54.75 54.8 54.85 54.9 54.95 55 55.05 55.1 55.15 55.2 55.25 55.3 55.35 55.4 55.45 55.5 55.55 55.6 55.65 55.7 55.75 55.8 55.85 55.9 55.95 56 56.05 56.1 56.15 56.2 56.25 56.3 56.35 56.4 56.45 56.5 56.55 56.6 56.65 56.7 56.75 56.8 56.85 56.9 56.95 57 57.05 57.1 57.15 57.2 57.25 57.3 57.35 57.4 57.45 57.5 57.55 57.6 57.65 57.7 57.75 57.8 57.85 57.9 57.95 58 58.05 58.1 58.15 58.2 58.25 58.3 58.35 58.4 58.45 58.5 58.55 58.6 58.65 58.7 58.75 58.8 58.85 58.9 58.95 59 59.05 59.1 59.15 59.2 59.25 59.3 59.35 59.4 59.45 59.5 59.55 59.6 59.65 59.7 59.75 59.8 59.85 59.9 59.95 60 60.05 60.1 60.15 60.2 60.25 60.3 60.35 60.4 60.45 60.5 60.55 60.6 60.65 60.7 60.75 60.8 60.85 60.9 60.95 61 61.05 61.1 61.15 61.2 61.25 61.3 61.35 61.4 61.45 61.5 61.55 61.6 61.65 61.7 61.75 61.8 61.85 61.9 61.95 62 62.05 62.1 62.15 62.2 62.25 62.3 62.35 62.4 62.45 62.5 62.55 62.6 62.65 62.7 62.75 62.8 62.85 62.9 62.95 63 63.05 63.1 63.15 63.2 63.25 63.3 63.35 63.4 63.45 63.5 63.55 63.6 63.65 63.7 63.75 63.8 63.85 63.9 63.95 64 64.05 64.1 64.15 64.2 64.25 64.3 64.35 64.4 64.45 64.5 64.55 64.6 64.65 64.7 64.75 64.8 64.85 64.9 64.95 65 65.05 65.1 65.15 65.2 65.25 65.3 65.35 65.4 65.45 65.5 65.55 65.6 65.65 65.7 65.75 65.8 65.85 65.9 65.95 66 66.05 66.1 66.15 66.2 66.25 66.3 66.35 66.4 66.45 66.5 66.55 66.6 66.65 66.7 66.75 66.8 66.85 66.9 66.95 67 67.05 67.1 67.15 67.2 67.25 67.3 67.35 67.4 67.45 67.5 67.55 67.6 67.65 67.7 67.75 67.8 67.85 67.9 67.95 68 68.05 68.1 68.15 68.2 68.25 68.3 68.35 68.4 68.45 68.5 68.55 68.6 68.65 68.7 68.75 68.8 68.85 68.9 68.95 69 69.05 69.1 69.15 69.2 69.25 69.3 69.35 69.4 69.45 69.5 69.55 69.6 69.65 69.7 69.75 69.8 69.85 69.9 69.95 70 70.05 70.1 70.15 70.2 70.25 70.3 70.35 70.4 70.45 70.5 70.55 70.6 70.65 70.7 70.75 70.8 70.85 70.9 70.95 71 71.05 71.1 71.15 71.2 71.25 71.3 71.35 71.4 71.45 71.5 71.55 71.6 71.65 71.7 71.75 71.8 71.85 71.9 71.95 72 72.05 72.1 72.15 72.2 72.25 72.3 72.35 72.4 72.45 72.5 72.55 72.6 72.65 72.7 72.75 72.8 72.85 72.9 72.95 73 73.05 73.1 73.15 73.2 73.25 73.3 73.35 73.4 73.45 73.5 73.55 73.6 73.65 73.7 73.75 73.8 73.85 73.9 73.95 74 74.05 74.1 74.15 74.2 74.25 74.3 74.35 74.4 74.45 74.5 74.55 74.6 74.65 74.7 74.75 74.8 74.85 74.9 74.95 75 75.05 75.1 75.15 75.2 75.25 75.3 75.35 75.4 75.45 75.5 75.55 75.6 75.65 75.7 75.75 75.8 75.85 75.9 75.95 76 76.05 76.1 76.15 76.2 76.25 76.3 76.35 76.4 76.45 76.5 76.55 76.6 76.65 76.7 76.75 76.8 76.85 76.9 76.95 77 77.05 77.1 77.15 77.2 77.25 77.3 77.35 77.4 77.45 77.5 77.55 77.6 77.65 77.7 77.75 77.8 77.85 77.9 77.95 78 78.05 78.1 78.15 78.2 78.25 78.3 78.35 78.4 78.45 78.5 78.55 78.6 78.65 78.7 78.75 78.8 78.85 78.9 78.95 79 79.05 79.1 79.15 79.2 79.25 79.3 79.35 79.4 79.45 79.5 79.55 79.6 79.65 79.7 79.75 79.8 79.85 79.9 79.95 80 80.05 80.1 80.15 80.2 80.25 80.3 80.35 80.4 80.45 80.5 80.55 80.6 80.65 80.7 80.75 80.8 80.85 80.9 80.95 81 81.05 81.1 81.15 81.2 81.25 81.3 81.35 81.4 81.45 81.5 81.55 81.6 81.65 81.7 81.75 81.8 81.85 81.9 81.95 82 82.05 82.1 82.15 82.2 82.25 82.3 82.35 82.4 82.45 82.5 82.55 82.6 82.65 82.7 82.75 82.8 82.85 82.9 82.95 83 83.05 83.1 83.15 83.2 83.25 83.3 83.35 83.4 83.45 83.5 83.55 83.6 83.65 83.7 83.75 83.8 83.85 83.9 83.95 84 84.05 84.1 84.15 84.2 84.25 84.3 84.35 84.4 84.45 84.5 84.55 84.6 84.65 84.7 84.75 84.8 84.85 84.9 84.95 85 85.05 85.1 85.15 85.2 85.25 85.3 85.35 85.4 85.45 85.5 85.55 85.6 85.65 85.7 85.75 85.8 85.85 85.9 85.95 86 86.05 86.1 86.15 86.2 86.25 86.3 86.35 86.4 86.45 86.5 86.55 86.6 86.65 86.7 86.75 86.8 86.85 86.9 86.95 87 87.05 87.1 87.15 87.2 87.25 87.3 87.35 87.4 87.45 87.5 87.55 87.6 87.65 87.7 87.75 87.8 87.85 87.9 87.95 88 88.05 88.1 88.15 88.2 88.25 88.3 88.35 88.4 88.45 88.5 88.55 88.6 88.65 88.7 88.75 88.8 88.85 88.9 88.95 89 89.05 89.1 89.15 89.2 89.25 89.3 89.35 89.4 89.45 89.5 89.55 89.6 89.65 89.7 89.75 89.8 89.85 89.9 89.95 90 
# The freqs are: 100 1000  (MHz)



# All phi-freq for phi 0
78.75  1.64164e-19 1.38449e-18
78.8  1.60244e-19 1.43935e-18
78.85  1.39948e-19 1.3703e-18
78.9  1.37974e-19 1.53659e-18
78.95  1.19635e-19 1.31535e-18
79  1.12191e-19 1.49851e-18
79.05  1.07469e-19 1.29664e-18
79.1  1.03868e-19 1.53109e-18
79.15  1.0226e-19 1.25105e-18
79.2  9.25207e-20 1.38617e-18
79.25  7.64151e-20 1.08782e-18
79.3  5.4575e-20 4.59431e-19
79.35  5.24206e-20 5.62864e-19
79.4  4.73766e-20 -4.94719e-19
79.45  4.54707e-20 -8.9873e-19
79.5  4.17542e-20 -2.34462e-18
79.55  1.49116e-20 -3.14009e-18
79.6  1.36636e-20 -4.3212e-18
79.65  7.93165e-21 -5.85097e-18
79.7  -3.07397e-20 -7.54708e-18
79.75  -3.94294e-20 -9.60781e-18
79.8  -4.50356e-20 -1.24619e-17
79.85  -5.05631e-20 -1.53938e-17
79.9  -5.5689e-20 -1.86394e-17
79.95  -7.07642e-20 -2.10157e-17
80  -7.93597e-20 -2.21604e-17
80.05  -1.06309e-19 -2.18809e-17
80.1  -1.33085e-19 -2.01184e-17
80.15  -1.45994e-19 -1.70575e-17
80.2  -1.35602e-19 -1.20624e-17
80.25  -1.31714e-19 -7.60963e-18
80.3  -1.58237e-19 -4.08991e-18
80.35  -1.83e-19 -4.98379e-19
80.4  -2.0303e-19 1.34241e-18
80.45  -2.02341e-19 4.41239e-18
80.5  -1.98404e-19 5.64943e-18
80.55  -2.31243e-19 6.66234e-18
80.6  -2.6133e-19 8.2265e-18
80.65  -2.66221e-19 8.8465e-18
80.7  -2.68171e-19 1.02509e-17
80.75  -3.15765e-19 1.02348e-17
80.8  -2.9979e-19 9.88717e-18
80.85  -3.27106e-19 1.03271e-17
80.9  -3.44135e-19 1.00691e-17
80.95  -3.53396e-19 9.72817e-18
81  -3.58466e-19 9.63615e-18
81.05  -3.67218e-19 9.17179e-18
81.1  -4.11658e-19 8.79683e-18
81.15  -4.2134e-19 8.43015e-18
81.2  -4.55416e-19 8.04736e-18
81.25  -4.74278e-19 7.47074e-18
81.3  -4.55043e-19 7.06712e-18
81.35  -5.04708e-19 6.73827e-18
81.4  -5.25961e-19 6.1409e-18
81.45  -5.31623e-19 5.80748e-18
81.5  -5.45461e-19 5.52525e-18
81.55  -5.6903e-19 5.14592e-18
81.6  -5.84255e-19 4.96972e-18
81.65  -6.05998e-19 4.44914e-18
81.7  -6.50704e-19 4.25253e-18
81.75  -6.46771e-19 4.00476e-18
81.8  -6.57102e-19 3.72079e-18
81.85  -6.96777e-19 3.43467e-18
81.9  -7.09662e-19 3.22748e-18
81.95  -7.43226e-19 2.89318e-18
82  -7.40894e-19 2.52309e-18
82.05  -8.08298e-19 2.09155e-18
82.1  -8.14766e-19 1.59519e-18
82.15  -8.18922e-19 1.01907e-18
82.2  -8.37041e-19 4.58655e-19
82.25  -8.53204e-19 -1.7873e-19
82.3  -8.83626e-19 -1.05001e-18
82.35  -9.15884e-19 -1.51227e-18
82.4  -9.41497e-19 -2.17045e-18
82.45  -9.64868e-19 -3.3288e-18
82.5  -1.00192e-18 -4.01954e-18
82.55  -1.02885e-18 -4.90166e-18
82.6  -1.00429e-18 -5.87077e-18
82.65  -1.06498e-18 -6.80192e-18
82.7  -1.08848e-18 -8.06381e-18
82.75  -1.1216e-18 -9.0477e-18
82.8  -1.16374e-18 -1.01185e-17
82.85  -1.16831e-18 -1.09638e-17
82.9  -1.19214e-18 -1.25493e-17
82.95  -1.20711e-18 -1.35683e-17
83  -1.24479e-18 -1.50903e-17
83.05  -1.28053e-18 -1.57111e-17
83.1  -1.28956e-18 -1.65835e-17
83.15  -1.32297e-18 -1.77606e-17
83.2  -1.36685e-18 -1.74227e-17
83.25  -1.41113e-18 -1.75371e-17
83.3  -1.40525e-18 -1.62784e-17
83.35  -1.42074e-18 -1.34298e-17
83.4  -1.46707e-18 -8.87383e-18
83.45  -1.4937e-18 -3.85576e-18
83.5  -1.54732e-18 2.38033e-18
83.55  -1.56943e-18 7.21238e-18
83.6  -1.60544e-18 1.19076e-17
83.65  -1.64455e-18 1.47813e-17
83.7  -1.64631e-18 1.69965e-17
83.75  -1.67195e-18 1.85856e-17
83.8  -1.70716e-18 1.88524e-17
83.85  -1.77184e-18 1.9252e-17
83.9  -1.77289e-18 1.90672e-17
83.95  -1.79944e-18 1.85867e-17
84  -1.83324e-18 1.86157e-17
84.05  -1.87952e-18 1.78276e-17
84.1  -1.91565e-18 1.73484e-17
84.15  -1.93882e-18 1.70216e-17
84.2  -2.00999e-18 1.65448e-17
84.25  -2.01434e-18 1.57906e-17
84.3  -2.04559e-18 1.57129e-17
84.35  -2.06755e-18 1.48834e-17
84.4  -2.09162e-18 1.46375e-17
84.45  -2.15827e-18 1.41069e-17
84.5  -2.15808e-18 1.36152e-17
84.55  -2.19181e-18 1.30207e-17
84.6  -2.22552e-18 1.28306e-17
84.65  -2.26619e-18 1.20798e-17
84.7  -2.3024e-18 1.18158e-17
84.75  -2.35231e-18 1.15063e-17
84.8  -2.38593e-18 1.10619e-17
84.85  -2.40306e-18 1.0499e-17
84.9  -2.42378e-18 1.00709e-17
84.95  -2.5112e-18 9.35119e-18
85  -2.52773e-18 9.1213e-18
85.05  -2.5581e-18 8.28084e-18
85.1  -2.56058e-18 8.0421e-18
85.15  -2.6167e-18 7.28188e-18
85.2  -2.65824e-18 6.74283e-18
85.25  -2.68902e-18 5.94239e-18
85.3  -2.69578e-18 5.1125e-18
85.35  -2.72543e-18 4.59343e-18
85.4  -2.74794e-18 3.65595e-18
85.45  -2.81291e-18 2.61962e-18
85.5  -2.84412e-18 1.71593e-18
85.55  -2.86904e-18 9.05118e-19
85.6  -2.89812e-18 -1.20508e-19
85.65  -2.90515e-18 -1.21617e-18
85.7  -2.95927e-18 -2.46242e-18
85.75  -2.96048e-18 -3.48868e-18
85.8  -3.00347e-18 -4.8671e-18
85.85  -3.00593e-18 -6.42409e-18
85.9  -3.0561e-18 -7.76884e-18
85.95  -3.07636e-18 -9.51826e-18
86  -3.08495e-18 -1.14348e-17
86.05  -3.09395e-18 -1.32948e-17
86.1  -3.15075e-18 -1.558e-17
86.15  -3.17018e-18 -1.80468e-17
86.2  -3.16706e-18 -2.04659e-17
86.25  -3.17316e-18 -2.38165e-17
86.3  -3.20069e-18 -2.66618e-17
86.35  -3.24195e-18 -3.02998e-17
86.4  -3.22617e-18 -3.34706e-17
86.45  -3.23904e-18 -3.60838e-17
86.5  -3.28722e-18 -3.7832e-17
86.55  -3.28105e-18 -3.80264e-17
86.6  -3.27735e-18 -3.65258e-17
86.65  -3.28999e-18 -3.17397e-17
86.7  -3.30299e-18 -2.48086e-17
86.75  -3.30956e-18 -1.69245e-17
86.8  -3.33714e-18 -7.98997e-18
86.85  -3.29718e-18 3.81457e-19
86.9  -3.31405e-18 7.57225e-18
86.95  -3.28235e-18 1.31983e-17
87  -3.29271e-18 1.71832e-17
87.05  -3.27873e-18 2.02697e-17
87.1  -3.26181e-18 2.25488e-17
87.15  -3.27977e-18 2.43066e-17
87.2  -3.23882e-18 2.54259e-17
87.25  -3.23251e-18 2.60839e-17
87.3  -3.24377e-18 2.63757e-17
87.35  -3.16252e-18 2.65755e-17
87.4  -3.18139e-18 2.6653e-17
87.45  -3.09285e-18 2.64187e-17
87.5  -3.08516e-18 2.6185e-17
87.55  -3.05344e-18 2.61718e-17
87.6  -3.03103e-18 2.58624e-17
87.65  -2.94974e-18 2.54057e-17
87.7  -2.98176e-18 2.47324e-17
87.75  -2.93294e-18 2.43162e-17
87.8  -2.85858e-18 2.38686e-17
87.85  -2.80214e-18 2.3584e-17
87.9  -2.75148e-18 2.29796e-17
87.95  -2.6902e-18 2.26348e-17
88  -2.6283e-18 2.21043e-17
88.05  -2.57674e-18 2.15903e-17
88.1  -2.47171e-18 2.10949e-17
88.15  -2.45849e-18 2.07903e-17
88.2  -2.38046e-18 2.01721e-17
88.25  -2.29124e-18 1.97176e-17
88.3  -2.21955e-18 1.91872e-17
88.35  -2.12065e-18 1.84345e-17
88.4  -2.02843e-18 1.79198e-17
88.45  -1.98134e-18 1.72305e-17
88.5  -1.89422e-18 1.65444e-17
88.55  -1.81842e-18 1.57628e-17
88.6  -1.68823e-18 1.5076e-17
88.65  -1.60699e-18 1.40486e-17
88.7  -1.48668e-18 1.32607e-17
88.75  -1.42736e-18 1.241e-17
88.8  -1.31669e-18 1.15908e-17
88.85  -1.22934e-18 1.05273e-17
88.9  -1.09194e-18 9.63961e-18
88.95  -9.63398e-19 8.54623e-18
89  -8.42121e-19 7.40869e-18
89.05  -7.69833e-19 6.2931e-18
89.1  -6.37215e-19 4.61293e-18
89.15  -5.15961e-19 3.4301e-18
89.2  -3.95253e-19 1.79919e-18
89.25  -3.4749e-19 -1.23491e-19
89.3  -1.88634e-19 -1.84992e-18
89.35  -4.40637e-20 -4.05693e-18
89.4  5.10651e-20 -6.56136e-18
89.45  1.62245e-19 -9.49981e-18
89.5  2.96763e-19 -1.24402e-17
89.55  4.07227e-19 -1.61685e-17
89.6  5.74489e-19 -2.00978e-17
89.65  6.71831e-19 -2.46234e-17
89.7  8.15478e-19 -2.85532e-17
89.75  9.27236e-19 -3.30017e-17
89.8  1.01736e-18 -3.59592e-17
89.85  1.24317e-18 -3.81239e-17
89.9  1.29048e-18 -3.82029e-17
89.95  1.42415e-18 -3.55174e-17
90  1.5628e-18 -3.07423e-17




